OBJECTID,STYLE,TIME1,TIME2,TIME3,TIME4,TYPE,Meter,RatePerHr,MaxTime,Long,Lat
312, , , , , ,PARKING METER,3232,2.5,2 HOURS,-123.36057487453,48.4232194432394
313, , , , , ,PARKING METER,3233,2.5,2 HOURS,-123.360488297213,48.4232107500279
314, , , , , ,PARKING METER,3235,2.5,2 HOURS,-123.360302739316,48.4231906150685
315, , , , , ,PARKING METER,3230,2.5,2 HOURS,-123.360770994475,48.4232418612976
316, , , , , ,PARKING METER,3231,2.5,2 HOURS,-123.360676880758,48.4232315256665
317, , , , , ,PARKING METER,3229,2.5,2 HOURS,-123.360855208848,48.423250888274
318, , , , , ,PARKING METER,3228,2.5,2 HOURS,-123.360940883956,48.4232602344882
319, , , , , ,PARKING METER,3227,2.5,2 HOURS,-123.361027586401,48.4232695864154
320, , , , , ,PARKING METER,3226,2.5,2 HOURS,-123.361417112509,48.4233124310315
321, , , , , ,PARKING METER,3225,2.5,2 HOURS,-123.36150143572,48.4233213339405
322, , , , , ,PARKING METER,3224,2.5,2 HOURS,-123.361582033826,48.4233291014183
323, , , , , ,PARKING METER,3223,2.5,2 HOURS,-123.361665417516,48.4233374088846
324, , , , , ,PARKING METER,3222,2.5,2 HOURS,-123.361761565445,48.4233467297034
325, , , , , ,PARKING METER,3221,2.5,2 HOURS,-123.361848758061,48.4233567326233
326, , , , , ,PARKING METER,3220,2.5,2 HOURS,-123.361946635991,48.4233683086905
327, , , , , ,PARKING METER,1550,2.5,4 HOURS,-123.362650818019,48.4220544756978
328, , , , , ,PARKING METER,1551,2.5,4 HOURS,-123.362568085543,48.4220460169419
329, , , , , ,PARKING METER,1552,2.5,4 HOURS,-123.362482086782,48.4220363142324
330, , , , , ,PARKING METER,1553,2.5,4 HOURS,-123.362396923864,48.4220267057534
331, , , , , ,PARKING METER,1554,2.5,4 HOURS,-123.362312195194,48.4220171453268
332, , , , , ,PARKING METER,1555,2.5,4 HOURS,-123.362220993507,48.4220052894753
333, , , , , ,PARKING METER,1556,2.5,4 HOURS,-123.362136830173,48.4219967203631
334, , , , , ,PARKING METER,1557,2.5,4 HOURS,-123.362044190066,48.4219851936696
335, , , , , ,PARKING METER,1558,2.5,4 HOURS,-123.361956714447,48.4219753618214
336, , , , , ,PARKING METER,1559,2.5,4 HOURS,-123.36186986212,48.4219659327943
337, , , , , ,PARKING METER,1560,2.5,4 HOURS,-123.361778096107,48.4219552839048
338, , , , , ,PARKING METER,1561,2.5,4 HOURS,-123.361683631384,48.4219462223135
339,Commercial,M-F 7-6,Sat 7-10,Sat 10-6 1hr, ,Commercial, ,,,-123.368549314089,48.4302447640571
340,Commercial,Mon-Sat 7-6, , , ,Commercial, ,,,-123.370699173196,48.429551592554
341,Commercial,M-Sat 8-6, , , ,Commercial, ,,,-123.369688753715,48.4294443508085
342,Commercial,M-Sat 8-6, , , ,Commercial, ,,,-123.369539870837,48.4291613412823
343,Hotel,10MIN, , , ,HOTEL, ,,,-123.369013679155,48.4285605105314
344,Commercial,M-F 7AM-3PM,M-F 3PM-6PM (1HR),SAT 8AM-6PM (1HR), ,Commercial, ,,,-123.359232143373,48.4248424776264
345,Passenger,3 MIN, , , ,PASSENGER, ,,,-123.355247123288,48.4234683906399
346,Commercial,M-THUR 7-6, , , ,Commercial, ,,,-123.353280212921,48.4232508431453
347,Commercial,M-SAT 7AM-6, , , ,Commercial, ,,,-123.353184481966,48.4233632523611
348,Passenger,3 MIN, , , ,PASSENGER, ,,,-123.353265091823,48.423374084205
349,Commercial,M-F 7-6,SAT 9-6, , ,Commercial, ,,,-123.354649817655,48.423522964528
350,Passenger,3 MIN, , , ,PASSENGER, ,,,-123.354508426532,48.4242361671833
351,Commercial,M-F 7-3,M-F 3-6,SAT 8-6, ,Commercial, ,,,-123.358465487177,48.4239454451017
352,Commercial,M-F 7-3,M-F 3-6,SAT 8-6, ,Commercial, ,,,-123.357240173863,48.423811695812
353,Commercial,M-F 7-3,M-F 3-6,SAT 8-6, ,Commercial, ,,,-123.357677676629,48.423726437313
354,Passenger,M-SAT 8-6, , , ,PASSENGER, ,,,-123.364834335672,48.42810173462
355, , , , , ,PARKING METER,4324,3,90 MIN,-123.364945033558,48.4281060351822
356, , , , , ,PARKING METER,4323,3,90 MIN,-123.365033558297,48.4281175437851
357, , , , , ,PARKING METER,4235,3,90 MIN,-123.365567786794,48.428083316175
358, , , , , ,PARKING METER,4236,3,90 MIN,-123.365477358165,48.428072302537
359, , , , , ,PARKING METER,4237,3,90 MIN,-123.36539304384,48.4280628132445
360, , , , , ,PARKING METER,4238,3,90 MIN,-123.365309360803,48.4280540740016
361, , , , , ,PARKING METER,4239,3,90 MIN,-123.365222315351,48.4280467677169
362, , , , , ,PARKING METER,4240,3,90 MIN,-123.365138297397,48.4280373114857
363, , , , , ,PARKING METER,4241,3,90 MIN,-123.365056964932,48.4280281561645
364,Hotel Taxi, , , , ,HOTEL TAXI, ,,,-123.364918888308,48.4280153939111
365, , , , , ,PARKING METER,2988,3,90 MIN,-123.365786455502,48.4280165169872
366, , , , , ,PARKING METER,2987,3,90 MIN,-123.365799009361,48.4279850431031
367, , , , , ,PARKING METER,2986,3,90 MIN,-123.365806659135,48.4279505862345
368, , , , , ,PARKING METER,2985,3,90 MIN,-123.365811667301,48.4279149708991
369, , , , , ,PARKING METER,2984,3,90 MIN,-123.365818443958,48.4278811006795
370, , , , , ,PARKING METER,2983,3,90 MIN,-123.365826969639,48.4278466410269
371, , , , , ,PARKING METER,2982,3,90 MIN,-123.365837290307,48.4278174296699
372,Commercial,M-SAT 7-6PM, , , ,Commercial, ,,,-123.365906907746,48.4279554921347
373, , , , , ,PARKING METER,2919,3,90 MIN,-123.365986488267,48.4275972747345
374, , , , , ,PARKING METER,2918,3,90 MIN,-123.36600046845,48.427564167013
375, , , , , ,PARKING METER,2917,3,90 MIN,-123.366014260349,48.4275296906094
376, , , , , ,PARKING METER,2916,3,90 MIN,-123.366025421874,48.42749580644
377, , , , , ,PARKING METER,2915,3,90 MIN,-123.366023454864,48.4274660493321
378,Commercial,M-F 7-6PM,SAT 7-10,SAT 10-6 (1HR), ,Commercial, ,,,-123.365875050827,48.4275288031885
379, , , , , ,PARKING METER,4128,3,90 MIN,-123.366427401585,48.4274431426301
380, , , , , ,PARKING METER,4127,3,90 MIN,-123.366506029107,48.427451261982
381, , , , , ,PARKING METER,4126,3,90 MIN,-123.366584454822,48.4274602626871
382, , , , , ,PARKING METER,4125,3,90 MIN,-123.366665213165,48.4274686216551
383, , , , , ,PARKING METER,4124,3,90 MIN,-123.366741000355,48.427476201846
384, , , , , ,PARKING METER,4123,3,90 MIN,-123.3668131092,48.4274850676212
385, , , , , ,PARKING METER,4122,3,90 MIN,-123.366886156413,48.4274930244066
386, , , , , ,PARKING METER,4121,3,90 MIN,-123.366964562284,48.427502327045
387, , , , , ,PARKING METER,4115,3,90 MIN,-123.367716595192,48.4275848423074
388, , , , , ,PARKING METER,4114,3,90 MIN,-123.367812468873,48.4275935712793
389, , , , , ,PARKING METER,4113,3,90 MIN,-123.367904839935,48.4276039532438
390, , , , , ,PARKING METER,4112,3,90 MIN,-123.367993474646,48.4276133853455
391, , , , , ,PARKING METER,4111,3,90 MIN,-123.368082650578,48.4276228831243
392,, , , , ,PARKING METER,4110,3,90 MIN,-123.36817447728,48.4276357334822
393,Commercial,M-F 7-6PM,SAT 8-6 (1HR), , ,Commercial, ,,,-123.36828162099,48.4276521405997
394, , , , , ,PARKING METER,4109,3,90 MIN,-123.368578433093,48.4276823611335
395, , , , , ,PARKING METER,4108,3,90 MIN,-123.368669743527,48.4276922025016
396, , , , , ,PARKING METER,4107,3,90 MIN,-123.368756173384,48.4277010113301
397, , , , , ,PARKING METER,4023,3,90 MIN,-123.368628512719,48.4275879812919
398, , , , , ,PARKING METER,4022,3,90 MIN,-123.368714932993,48.4275996025074
399, , , , , ,PARKING METER,4025,3,90 MIN,-123.36833451948,48.4275560542372
400, , , , , ,PARKING METER,4026,3,90 MIN,-123.368246486211,48.4275464162534
401, , , , , ,PARKING METER,4028,3,90 MIN,-123.368065971642,48.4275268376316
402, , , , , ,PARKING METER,4029,3,90 MIN,-123.367970990571,48.4275144156227
403, , , , , ,PARKING METER,4030,3,90 MIN,-123.367894402608,48.4275047416889
404, , , , , ,PARKING METER,4033,3,90 MIN,-123.367658558543,48.4274762617117
405, , , , , ,PARKING METER,4027,3,90 MIN,-123.368158046809,48.4275366895371
406, , , , , ,PARKING METER,4032,3,90 MIN,-123.367740881188,48.4274858311106
407, , , , , ,PARKING METER,4031,3,90 MIN,-123.367825485595,48.4274965159346
408, , , , , ,PARKING METER,4041,3,90 MIN,-123.36644147612,48.4273410623269
409, , , , , ,PARKING METER,4040,3,90 MIN,-123.366528113112,48.4273509267065
410, ,20 MIN, , , ,PARKING METER,4039,3,90 MIN,-123.366685413513,48.4273671326455
411, , , , , ,PARKING METER,4038,3,90 MIN,-123.366771150525,48.4273774862409
412, , , , , ,PARKING METER,4037,3,90 MIN,-123.36685476582,48.4273862208552
413, , , , , ,PARKING METER,4036,3,90 MIN,-123.366939513121,48.4273957821855
414,, , , , ,PARKING METER,4035,3,90 MIN,-123.36701830833,48.4274036107999
415,Commercial,M-F 7-6,SAT 7-10,SAT 10-6 (1HR), ,Commercial, ,,,-123.366296086224,48.4273203477432
416,Commercial,M-F 7-6,SAT 7-10,SAT 10-6 (1HR), ,Commercial, ,,,-123.365450242654,48.4272186760888
417,Passenger,3 MIN, , , ,PASSENGER, ,,,-123.364448546514,48.4271092119399
418,Commercial,M-F 7-6,SAT 7-10,SAT 10-6 (1HR), ,Commercial, ,,,-123.364024699486,48.4270649270511
419, , , , , ,PARKING METER,5004,3,90 MIN,-123.363194961507,48.4269793530243
420, , , , , ,PARKING METER,5003,3,90 MIN,-123.363275285043,48.4269868286698
421, , , , , ,PARKING METER,5002,3,90 MIN,-123.363355607251,48.4269943042637
422, , , , , ,PARKING METER,5001,3,90 MIN,-123.363441472107,48.4270056272386
423, , , , , ,PARKING METER,5000,3,90 MIN,-123.363532086757,48.4270140607551
424,Commercial,M-F 7-6,SAT 7-10,SAT 10-6 (1HR), ,Commercial, ,,,-123.363800412773,48.4270407592602
425, , , , , ,PARKING METER,5005,3,90 MIN,-123.362922258713,48.4269499355455
426, , , , , ,PARKING METER,5006,3,90 MIN,-123.362835027218,48.4269404796791
427, , , , , ,PARKING METER,5007,3,90 MIN,-123.362749929472,48.4269322531554
428, , , , , ,PARKING METER,5008,3,90 MIN,-123.362665222679,48.4269240640232
429, , , , , ,PARKING METER,5009,3,90 MIN,-123.362582381272,48.4269160551858
430,Commercial,M-F 7-6,SAT 7-10,SAT 10-6 (1HR), ,Commercial, ,,,-123.363172873162,48.427088915403
431, , , , , ,PARKING METER,5110,3,90 MIN,-123.363334236746,48.427098895607
432, , , , , ,PARKING METER,5109,3,90 MIN,-123.363424039087,48.4271073218759
433, , , , , ,PARKING METER,5108,3,90 MIN,-123.363514211559,48.4271164666323
434, , , , , ,PARKING METER,5107,3,90 MIN,-123.363596866316,48.4271253399622
435, , , , , ,PARKING METER,5106,3,90 MIN,-123.363680039132,48.4271359605302
436, , , , , ,PARKING METER,5105,3,90 MIN,-123.363761985889,48.4271439237254
437, , , , , ,PARKING METER,5104,3,90 MIN,-123.363848437526,48.4271536989357
438, , , , , ,PARKING METER,5103,3,90 MIN,-123.363930455229,48.4271625029665
439, , , , , ,PARKING METER,5102,3,90 MIN,-123.364012752448,48.4271712610729
440, , , , , ,PARKING METER,5100,3,90 MIN,-123.364143179219,48.4271860575118
441,MOTORCYCLE,90 MIN, , , ,PARKING METER,5101,0,90 MIN,-123.364077156007,48.4271829959677
442,Commercial,M-F 9-6,SAT 7-10,SAT 10-6 (1HR), ,Commercial, ,,,-123.364293511741,48.4272075994524
443,Hotel, , , , ,HOTEL, ,,,-123.365354029002,48.4273195036012
444, , , , , ,PARKING METER,4133,3,90 MIN,-123.365570858012,48.4273390588155
445, , , , , ,PARKING METER,4132,3,90 MIN,-123.365659540495,48.4273491728582
446,SMALL VEHICLE, , , , ,PARKING METER,4131,3,90 MIN,-123.365728214945,48.4273603462841
447,Hotel,10 MIN, , , ,HOTEL, ,,,-123.364653601556,48.4278601786561
448, , , , , ,PARKING METER,4135,3,90 MIN,-123.364771908023,48.4273774502869
449, , , , , ,PARKING METER,4136,3,90 MIN,-123.364754189776,48.4274387460483
450, , , , , ,PARKING METER,4137,3,90 MIN,-123.364739894823,48.4274972987077
451, , , , , ,PARKING METER,4138,3,90 MIN,-123.364724675292,48.4275552947054
452, , , , , ,PARKING METER,4139,3,90 MIN,-123.364709894075,48.4276114540122
453, , , , , ,PARKING METER,4140,3,90 MIN,-123.364695116152,48.4276673227166
454, , , , , ,PARKING METER,4141,3,90 MIN,-123.364680762381,48.4277222085497
455, , , , , ,PARKING METER,4142,3,90 MIN,-123.364665974536,48.4277765109775
456, , , , , ,PARKING METER,2833,3,90 MIN,-123.364884641258,48.4269377133116
457, , , , , ,PARKING METER,2832,3,90 MIN,-123.364897493841,48.4268835420269
458, , , , , ,PARKING METER,2834,3,90 MIN,-123.364871741824,48.4269915752605
459, , , , , ,PARKING METER,2831,3,90 MIN,-123.364909695105,48.4268297839468
460, , , , , ,PARKING METER,2830,3,90 MIN,-123.364921884896,48.426776503619
461,Taxi, , , , ,TAXI, ,,,-123.364734979033,48.4264854609866
462, , , , , ,PARKING METER,3800,3,90 MIN,-123.364409871629,48.4261716559383
463, , , , , ,PARKING METER,3801,3,90 MIN,-123.364325941369,48.4261628457158
464, , , , , ,PARKING METER,3802,3,90 MIN,-123.364238166826,48.4261538505647
465, , , , , ,PARKING METER,3803,3,90 MIN,-123.364151831335,48.4261442066427
466, , , , , ,PARKING METER,3804,3,90 MIN,-123.364064813031,48.4261352890384
467, , , , , ,PARKING METER,3805,3,90 MIN,-123.363975376289,48.4261235028076
468, , , , , ,PARKING METER,3806,3,90 MIN,-123.363892247451,48.4261155947925
469,Commercial,M-F 7-6,SAT 7-10,SAT 10-6 (1HR), ,Commercial, ,,,-123.36377270891,48.4261011505551
470, , , , , ,PARKING METER,3909,3,90 MIN,-123.363051498987,48.4261798691138
471, , , , , ,PARKING METER,3910,3,90 MIN,-123.362971438934,48.426171241831
472, , , , , ,PARKING METER,3911,3,90 MIN,-123.362891377557,48.426162614497
473, , , , , ,PARKING METER,3908,3,90 MIN,-123.363132746804,48.4261886239461
474,Passenger,3 MIN,CTLZ M-F 7-6,CTLZ SAT 7-10, ,PASSENGER, ,,,-123.36272101163,48.4261442502568
475, , , , , ,PARKING METER,3907,3,90 MIN,-123.363687617215,48.4262491078732
476, , , , , ,PARKING METER,3906,3,90 MIN,-123.363766447956,48.4262576188878
477, , , , , ,PARKING METER,3905,3,90 MIN,-123.363846468894,48.4262664085812
478, , , , , ,PARKING METER,3904,3,90 MIN,-123.363926489853,48.4262751973194
479, , , , , ,PARKING METER,3903,3,90 MIN,-123.364006512199,48.4262839868975
480, , , , , ,PARKING METER,3902,3,90 MIN,-123.36408653322,48.4262927764243
481, ,20 MIN, , , ,PARKING METER,3901,3,90 MIN,-123.36416655427,48.4263015658956
482,HANDICAP,1 HR, , , ,PARKING METER,3900,3,90 MIN,-123.364246575348,48.4263103553115
483,Commercial,M-F 8-6 (30 MIN),SAT 8-6 (1HR), , ,Commercial, ,,,-123.364364690388,48.4263262061303
484,Taxi,F-SAT 12:30AM-4, , , ,TAXI, ,,,-123.365248295383,48.4263996237096
485,Commercial,M-F 7-6,SAT 7-10,SAT 10 -6 (1HR), ,Commercial, ,,,-123.365876684645,48.4264667697274
486, , , , , ,PARKING METER,3807,3,90 MIN,-123.363230017425,48.4260559731915
487, , , , , ,PARKING METER,3808,3,90 MIN,-123.363177363748,48.4260469348426
488, , , , , ,PARKING METER,3809,3,90 MIN,-123.363126575062,48.4260437185675
489, , , , , ,PARKING METER,3810,3,90 MIN,-123.363075759022,48.4260362820657
490,Hotel, , , , ,HOTEL, ,,,-123.363021719602,48.4260103164707
492,Commercial,M-F 7-6,SAT 7-10,SAT 10-6 (1HR),TAXI 6-7AM,Commercial, ,,,-123.366516433547,48.4265330520936
493, , , , , ,PARKING METER,2820,3,90 MIN,-123.367105168965,48.4265951964507
494, , , , , ,PARKING METER,2821,3,90 MIN,-123.367024693113,48.4265869189897
495, , , , , ,PARKING METER,2822,3,90 MIN,-123.366945080441,48.4265785568525
496, , , , , ,PARKING METER,2823,3,90 MIN,-123.366867160312,48.4265692752136
497, , , , , ,PARKING METER,2824,3,90 MIN,-123.366779587589,48.42655925958
498, , , , , ,PARKING METER,2825,3,90 MIN,-123.366689543079,48.4265502521767
499, , , , , ,PARKING METER,5302,3,90 MIN,-123.364006807907,48.4280515239082
500, , , , , ,PARKING METER,5303,3,90 MIN,-123.363926008367,48.4280435230638
501, , , , , ,PARKING METER,5304,3,90 MIN,-123.363845441312,48.428034568692
502, , , , , ,PARKING METER,5301,3,90 MIN,-123.364088910878,48.4280601314431
503, , , , , ,PARKING METER,5300,3,90 MIN,-123.364171017665,48.4280690798775
504, , , , , ,PARKING METER,5305,3,90 MIN,-123.363613614482,48.428007613793
505, , , , , ,PARKING METER,5306,3,90 MIN,-123.363403201278,48.4279802382085
506,HANDICAP,2 HR, , , ,PARKING METER,5307,3,90 MIN,-123.363189078879,48.427956449172
507, , , , , ,PARKING METER,5308,3,90 MIN,-123.362916706895,48.4279315270793
508, , , , , ,PARKING METER,5309,3,90 MIN,-123.362832923207,48.4279212794332
509, , , , , ,PARKING METER,5310,3,90 MIN,-123.362748678241,48.4279109818987
510, , , , , ,PARKING METER,5201,3,90 MIN,-123.363779894308,48.4279040816802
511, , , , , ,PARKING METER,5202,3,90 MIN,-123.363696356989,48.4278952265522
512, , , , , ,PARKING METER,5203,3,90 MIN,-123.363607437265,48.4278852871744
513, , , , , ,PARKING METER,5204,3,90 MIN,-123.363519635183,48.4278758714
514, , , , , ,PARKING METER,5205,3,90 MIN,-123.363434881043,48.4278662147303
515, , , , , ,PARKING METER,5206,3,90 MIN,-123.363351916516,48.4278572909715
516, , , , , ,PARKING METER,5207,3,90 MIN,-123.363265542153,48.4278465668977
517, , , , , ,PARKING METER,5208,3,90 MIN,-123.362952606234,48.427811180256
518, , , , , ,PARKING METER,5209,3,90 MIN,-123.36286433568,48.4278012427593
519, , , , , ,PARKING METER,5210,3,90 MIN,-123.362770168018,48.4277906418278
520, , , , , ,PARKING METER,5211,3,90 MIN,-123.362673685646,48.4277797809097
521, , , , , ,PARKING METER,5212,3,90 MIN,-123.362586160598,48.4277701125495
522,Commercial,M-F 7-6,SAT 7-10,SAT 10-6 (1HR), ,Commercial, ,,,-123.363900020533,48.4279076481358
523,Commercial,M-F 7-6,SAT 7-10,SAT 10-6 (1HR), ,Commercial, ,,,-123.363925026282,48.4253641659688
524,HANDICAP,2 HR, , , ,PARKING METER,3706,3,90 MIN,-123.364228884958,48.4253862258479
525, , , , , ,PARKING METER,3705,3,90 MIN,-123.364308945312,48.4253948522469
526, , , , , ,PARKING METER,3704,3,90 MIN,-123.364389005693,48.4254034785903
527, , , , , ,PARKING METER,3703,3,90 MIN,-123.36446906475,48.4254121048824
528, , , , , ,PARKING METER,3702,3,90 MIN,-123.364549125186,48.4254207311147
529, , , , , ,PARKING METER,3701,3,90 MIN,-123.36462918565,48.4254293572915
530,Commercial,M-F 7-6,SAT 7-10,SAT 10-6 (1HR), ,Commercial, ,,,-123.364732471174,48.4254434328608
531, , , , , ,PARKING METER,3601,3,90 MIN,-123.364832853718,48.4253618425765
532, , , , , ,PARKING METER,3602,3,90 MIN,-123.364751342095,48.4253534766406
533, , , , , ,PARKING METER,3603,3,90 MIN,-123.364672968257,48.4253457367695
534, ,20 MIN, , , ,PARKING METER,3604,3,90 MIN,-123.364590177973,48.4253375609976
535,Commercial,M-F 7-6,SAT 7-10,SAT 10-6 (1HR), ,Commercial, ,,,-123.36440201908,48.4253110920974
536, , , , , ,PARKING METER,3607,3,90 MIN,-123.363542863217,48.4252229454936
537, , , , , ,PARKING METER,3606,3,90 MIN,-123.363622750954,48.4252322503536
538, , , , , ,PARKING METER,3605,3,90 MIN,-123.363702638721,48.4252415551584
539,Commercial,M-F 7-6,SAT 7-10,SAT 10-6,TAXI M-SAT 6-7AM,Commercial, ,,,-123.36303663766,48.4251543024835
540, ,20 MIN, , , ,PARKING METER,3608,3,90 MIN,-123.362866368716,48.4251397797147
541, , , , , ,PARKING METER,3609,3,90 MIN,-123.362784864097,48.4251309706378
542, ,90 MIN, , , ,PARKING METER,3610,3,90 MIN,-123.362663473657,48.4251163304789
543,SMALL VEHICLE, , , , ,PARKING METER,2641,3,90 MIN,-123.36576830265,48.4255567731623
544, , , , , ,PARKING METER,2640,3,90 MIN,-123.365830184158,48.4255593637587
545, , , , , ,PARKING METER,2639,3,90 MIN,-123.365909922561,48.4255699495249
546, , , , , ,PARKING METER,2638,3,90 MIN,-123.36599128826,48.4255793767042
547, , , , , ,PARKING METER,2637,3,90 MIN,-123.366071198747,48.4255877531533
548, , , , , ,PARKING METER,2636,3,90 MIN,-123.366151927153,48.4255974602392
549,Passenger,3 MIN, , , ,PASSENGER, ,,,-123.366141369871,48.4255022245708
550, , , , , ,PARKING METER,2575,3,90 MIN,-123.366319613029,48.4257269032355
551, , , , , ,PARKING METER,2576,3,90 MIN,-123.366301938647,48.4257858699218
552, , , , , ,PARKING METER,2577,3,90 MIN,-123.366286790743,48.4258435393603
553,Commercial,M-F 7-6,SAT 7-10,SAT 10-6 (1HR),TAXI M-S 6-7AM,Commercial, ,,,-123.366230559848,48.4260633596483
554, , , , , ,PARKING METER,2581,3,90 MIN,-123.366186597457,48.4262605019123
555, , , , , ,PARKING METER,2580,3,90 MIN,-123.366198994384,48.4262023968092
556, , , , , ,PARKING METER,2579,3,90 MIN,-123.366213680551,48.4261466568217
557, , , , , ,PARKING METER,2730,3,90 MIN,-123.365928742845,48.4263716743039
558, , , , , ,PARKING METER,2731,3,90 MIN,-123.365837119725,48.4263618073315
559, , , , , ,PARKING METER,2732,3,90 MIN,-123.36574513651,48.4263531793585
560, , , , , ,PARKING METER,2733,3,90 MIN,-123.365657080803,48.4263429482493
561, , , , , ,PARKING METER,2734,3,90 MIN,-123.365569347301,48.4263346647081
562,Commercial,M-F 7-6,SAT 7-10,SAT 10-6 (1HR), ,Commercial, ,,,-123.365445498335,48.4263181396798
563, , , , , ,PARKING METER,2529,3,90 MIN,-123.366299692062,48.4262871796935
564, , , , , ,PARKING METER,2528,3,90 MIN,-123.366304113375,48.4262561211537
565, , , , , ,PARKING METER,2527,3,90 MIN,-123.36631108098,48.4262250095324
566, , , , , ,PARKING METER,2526,3,90 MIN,-123.366321614033,48.4261897013641
567, , , , , ,PARKING METER,2525,3,90 MIN,-123.366329476209,48.4261579895234
568, , , , , ,PARKING METER,2524,3,90 MIN,-123.366340563183,48.4261243367599
569, , , , , ,PARKING METER,2523,3,90 MIN,-123.36633974592,48.4260967729556
570, , , , , ,PARKING METER,2522,3,90 MIN,-123.366353431987,48.4260604498369
571, , , , , ,PARKING METER,2521,3,90 MIN,-123.366364331294,48.4260251413978
572, , , , , ,PARKING METER,2520,3,90 MIN,-123.36636382277,48.4259972788243
573, , , , , ,PARKING METER,2519,3,90 MIN,-123.366375642917,48.4259637082916
574, , , , , ,PARKING METER,2518,3,90 MIN,-123.366384994233,48.4259302490717
575, , , , , ,PARKING METER,2517,3,90 MIN,-123.366392819224,48.425898452775
576, , , , , ,PARKING METER,2516,3,90 MIN,-123.366423724138,48.4257757446333
577, , , , , ,PARKING METER,2515,3,90 MIN,-123.366420549529,48.4257483835531
578,Commercial,M-F 7-6,SAT 7-10,SAT 10-6 (1HR), ,Commercial, ,,,-123.366640653226,48.4256396953922
579,Passenger,M-SAT 7-6 3MIN, , , ,PASSENGER, ,,,-123.366742763693,48.4256478798814
580, , , , , ,PARKING METER,2634,3,90 MIN,-123.367017374338,48.4256741936065
581, , , , , ,PARKING METER,2635,3,90 MIN,-123.366928654626,48.4256657067394
582, , , , , ,PARKING METER,2633,3,90 MIN,-123.367104772956,48.4256837354226
583, , , , , ,PARKING METER,2632,3,90 MIN,-123.367191320832,48.4256926375335
584, , , , , ,PARKING METER,2631,3,90 MIN,-123.367271433739,48.4257010446195
585,HANDICAP,2 HR, , , ,PARKING METER,2629,3,90 MIN,-123.367420906347,48.425716673034
586,SMALL VEHICLE, , , , ,PARKING METER,2630,3,90 MIN,-123.367350037848,48.4257092198586
587,Commercial,M-SAT 7-12, , , ,Commercial, ,,,-123.367496497002,48.4261530546458
588,Commercial,M-SAT 7-12, , , ,Commercial, ,,,-123.367463148912,48.4262911858094
589,Commercial,M-F 7-6,SAT 7-10,SAT 10-6 (1HR), ,Commercial, ,,,-123.367319454202,48.4267646110099
590, , , , , ,PARKING METER,2751,3,90 MIN,-123.367307861705,48.4268579731277
591, , , , , ,PARKING METER,2752,3,90 MIN,-123.36729544783,48.4269124159612
592, , , , , ,PARKING METER,2747,3,90 MIN,-123.367364570067,48.4272879168004
593, , , , , ,PARKING METER,2746,3,90 MIN,-123.367377447313,48.4272326825853
594, , , , , ,PARKING METER,2745,3,90 MIN,-123.367391091216,48.4271778570633
595, , , , , ,PARKING METER,2744,3,90 MIN,-123.367404385756,48.4271223893975
596, , , , , ,PARKING METER,2743,3,90 MIN,-123.367416603798,48.4270662945044
597, , , , , ,PARKING METER,2742,3,90 MIN,-123.36742996412,48.4270111477996
598, , , , , ,PARKING METER,2741,3,90 MIN,-123.367442916915,48.4269568525692
599, , , , , ,PARKING METER,2740,3,90 MIN,-123.367455826915,48.4269035623902
600, , , , , ,PARKING METER,2818,3,90 MIN,-123.36777922588,48.4266894597034
601, , , , , ,PARKING METER,2817,3,90 MIN,-123.367859217319,48.4266983715588
602, , , , , ,PARKING METER,2816,3,90 MIN,-123.367939207432,48.4267072824645
603, , , , , ,PARKING METER,2815,3,90 MIN,-123.368019085262,48.4267178598429
604,Commercial,M-F 7-6,SAT 8-6 (1HR),TAXI 6PM-7AM, ,Commercial, ,,,-123.368355809535,48.4267606571192
605, , , , , ,PARKING METER,2814,3,90 MIN,-123.368498307112,48.4267747898036
606, , , , , ,PARKING METER,2813,3,90 MIN,-123.368587641659,48.4267871871167
607, , , , , ,PARKING METER,2812,3,90 MIN,-123.368670171758,48.4267990492713
608, , , , , ,PARKING METER,2811,3,90 MIN,-123.368754185186,48.4268109695919
609, , , , , ,PARKING METER,2810,3,90 MIN,-123.368835930263,48.4268213739998
610, , , , , ,PARKING METER,2809,3,90 MIN,-123.36891787631,48.4268320853904
611, , , , , ,PARKING METER,2711,3,90 MIN,-123.367972092676,48.4266218060198
612, , , , , ,PARKING METER,2710,3,90 MIN,-123.368054060634,48.426631889969
613, , , , , ,PARKING METER,2712,3,90 MIN,-123.367890041919,48.4266118563276
614, , , , , ,PARKING METER,2713,3,90 MIN,-123.367805609872,48.4265991594352
615, , , , , ,PARKING METER,2714,3,90 MIN,-123.367723003173,48.4265880229555
616,Commercial,M-F 7-6,SAT 7-10,SAT 10-6 (1HR), ,Commercial, ,,,-123.367091693741,48.4264941196983
617, , , , , ,PARKING METER,2725,3,90 MIN,-123.366894768622,48.426475857612
618, , , , , ,PARKING METER,2724,3,90 MIN,-123.366976369977,48.4264842863061
619, , , , , ,PARKING METER,2727,3,90 MIN,-123.36670124848,48.4264530590682
620, , , , , ,PARKING METER,2728,3,90 MIN,-123.366620172036,48.426445115092
621, , , , , ,PARKING METER,2729,3,90 MIN,-123.366537135633,48.426436660794
622, , , , , ,PARKING METER,2649,3,90 MIN,-123.367550125267,48.426430467507
